%Frequency(Hz)    Modulus(Ohm)    Phase(deg)
1.000000000000000056e-01;7.976057341343694134e+05;-8.895005278728727660e+01
1.176811952434998476e-01;6.753552225912528811e+05;-8.883909425388632997e+01
1.384886371393873050e-01;5.754752735480788397e+05;-8.872818654377516623e+01
1.629750834620644351e-01;4.881889336930938298e+05;-8.861856934738675307e+01
1.917910261672488847e-01;4.147869249009886989e+05;-8.838990349474924813e+01
2.257019719633920340e-01;3.531549958278315607e+05;-8.770595498904367560e+01
2.656087782946686127e-01;2.990349106264474685e+05;-8.760776635044162219e+01
3.125715849688235903e-01;2.550714938749837165e+05;-8.702835819157499486e+01
3.678379771828633182e-01;2.174883375389682478e+05;-8.671681896912656384e+01
4.328761281083058354e-01;1.837494983782029303e+05;-8.613498037522249717e+01
5.094138014816379512e-01;1.571918938514111505e+05;-8.508217285702882293e+01
5.994842503189410365e-01;1.332431299174151209e+05;-8.434160675227145987e+01
7.054802310718641944e-01;1.137251865251478011e+05;-8.349107871862038621e+01
8.302175681319743372e-01;9.690750285271523171e+04;-8.238189354974697665e+01
9.770099572992251291e-01;8.232846862872231577e+04;-8.090273106114189261e+01
1.149756995397735571e+00;7.047644407621533901e+04;-7.933146035419837006e+01
1.353047774579806850e+00;6.053053616869639518e+04;-7.747896344289364379e+01
1.592282793341092129e+00;5.171577251559603610e+04;-7.562637150282674270e+01
1.873817422860383886e+00;4.466046868771634763e+04;-7.303790848802860580e+01
2.205130739903045534e+00;3.848355368341513531e+04;-7.024265954806624279e+01
2.595024211399735936e+00;3.346786443689701264e+04;-6.743959836730074642e+01
3.053855508833415389e+00;2.924438623064847707e+04;-6.376133112948716075e+01
3.593813663804627634e+00;2.585838361447563875e+04;-5.996624292968919434e+01
4.229242874389498752e+00;2.309029291128821933e+04;-5.588630272219087658e+01
4.977023564332109018e+00;2.082996268706093542e+04;-5.163166699385655534e+01
5.857020818056664524e+00;1.898508656451983916e+04;-4.717269273797775497e+01
6.892612104349694846e+00;1.757452410818949284e+04;-4.278011517984199230e+01
8.111308307896868186e+00;1.645672870788571890e+04;-3.855915043275520304e+01
9.545484566618338107e+00;1.562618703995655233e+04;-3.454318337008379558e+01
1.123324032978027631e+01;1.491209563314894149e+04;-3.104040340000676679e+01
1.321941148466028793e+01;1.439228756927652466e+04;-2.757369342792266309e+01
1.555676143930472222e+01;1.405186606304779707e+04;-2.473963635040056985e+01
1.830738280295367915e+01;1.364657710590846000e+04;-2.240498506945260360e+01
2.154434690031882127e+01;1.342286327873722439e+04;-2.057818061297422219e+01
2.535364493970111255e+01;1.321771635322469956e+04;-1.870408167343702033e+01
2.983647240283337254e+01;1.308707366745084619e+04;-1.773392359490049586e+01
3.511191734215130822e+01;1.288836735388329726e+04;-1.661668199209389840e+01
4.132012400115334572e+01;1.274235828417675293e+04;-1.591977137159123679e+01
4.862601580065353346e+01;1.255442064213349840e+04;-1.586913474338841823e+01
5.722367659350214097e+01;1.236260617729225123e+04;-1.577804987492990740e+01
6.734150657750821267e+01;1.215556599285071206e+04;-1.609985824237131879e+01
7.924828983539168803e+01;1.195020453856565109e+04;-1.648389973786143514e+01
9.326033468832198992e+01;1.173528747454456061e+04;-1.756598883858297810e+01
1.097498765493055686e+02;1.145465273716069169e+04;-1.825422221880855744e+01
1.291549665014883885e+02;1.116130318214605541e+04;-1.958217625259228356e+01
1.519911082952933157e+02;1.084844575296367839e+04;-2.070691348361182449e+01
1.788649529057435075e+02;1.048657031538353112e+04;-2.199843202748903437e+01
2.104904144512019855e+02;1.004948699761851276e+04;-2.344621521008858522e+01
2.477076355991708851e+02;9.629763853302547432e+03;-2.469498283233397373e+01
2.915053062825175516e+02;9.155145329102517280e+03;-2.593128706606825418e+01
3.430469286314915394e+02;8.677568244466860051e+03;-2.742046620143797853e+01
4.037017258596553688e+02;8.176765555234099338e+03;-2.824313672662755792e+01
4.750810162102793015e+02;7.674353169392655218e+03;-2.944078933275250520e+01
5.590810182512223037e+02;7.156918422658783129e+03;-2.975166489046596041e+01
6.579332246575676209e+02;6.717699577762800800e+03;-3.044062310081688949e+01
7.742636826811269657e+02;6.252807807390208836e+03;-3.025956401120870609e+01
9.111627561154887189e+02;5.819828692136668906e+03;-3.027607840448419907e+01
1.072267222010323167e+03;5.444388729287335991e+03;-2.939584792501465671e+01
1.261856883066021055e+03;5.103245595918536310e+03;-2.864209120133115860e+01
1.484968262254463525e+03;4.812509970658898055e+03;-2.740172534449816411e+01
1.747528400007682876e+03;4.518271161684990147e+03;-2.619703232201912613e+01
2.056512308348651459e+03;4.297037066399697324e+03;-2.470978612028053334e+01
2.420128264794383540e+03;4.095139451056871167e+03;-2.297093632298327393e+01
2.848035868435798875e+03;3.926140425675964707e+03;-2.126098573730009633e+01
3.351602650938840725e+03;3.764100506007512649e+03;-1.955559724479673278e+01
3.944206059437656222e+03;3.644890543724191048e+03;-1.811122081516981552e+01
4.641588833612772760e+03;3.547126680123817550e+03;-1.621089648433539310e+01
5.462277217684337302e+03;3.447006596820196592e+03;-1.466481909362333802e+01
6.428073117284318869e+03;3.366373307757363364e+03;-1.337323971943473033e+01
7.564633275546290861e+03;3.320663657317618345e+03;-1.168791415551623203e+01
8.902150854450374027e+03;3.255233605100206660e+03;-1.068977281825588754e+01
1.047615752789664111e+04;3.230540317806565781e+03;-9.509100154807001104e+00
1.232846739442065882e+04;3.189110346041277353e+03;-8.420357165046432613e+00
1.450828778495940242e+04;3.159774645564632010e+03;-7.292635945842772749e+00
1.707352647470688680e+04;3.127996679265309467e+03;-6.721910453188017165e+00
2.009233002565045899e+04;3.123221622629268495e+03;-5.955199899223622140e+00
2.364489412645407356e+04;3.096570250767217203e+03;-5.048152952446194774e+00
2.782559402207125822e+04;3.081273550422254175e+03;-4.447038412114773465e+00
3.274549162877725030e+04;3.067467009121593946e+03;-4.095320641075801404e+00
3.853528593710527639e+04;3.055403474607929184e+03;-3.470463089988673033e+00
4.534878508128582325e+04;3.053054619385893147e+03;-3.069437047067218760e+00
5.336699231206301920e+04;3.042409391591202620e+03;-2.527561903484139894e+00
6.280291441834246507e+04;3.030495319375949293e+03;-2.337244717542468653e+00
7.390722033525774896e+04;3.032323122321918163e+03;-2.000000418344554554e+00
8.697490026177834079e+04;3.035716264227661668e+03;-1.987491005740150030e+00
1.023531021899024781e+05;3.030600695955033189e+03;-1.380448933188366478e+00
1.204503540258781140e+05;3.025389212873020369e+03;-1.457978975667584054e+00
1.417474162926804856e+05;3.024368794529681509e+03;-1.023950797424118209e+00
1.668100537200059043e+05;3.008216707529043560e+03;-1.141845409967447988e+00
1.963040650040268374e+05;3.024856823407741103e+03;-1.099967185758023769e+00
2.310129700083158095e+05;3.013555919023242041e+03;-9.788002486019393711e-01
2.718588242732940125e+05;3.018841966484185377e+03;-6.561372617158606202e-01
3.199267137797384639e+05;3.016929027444517487e+03;-5.210389984846541811e-01
3.764935806792463409e+05;3.015507690823878875e+03;-5.966127012034400101e-01
4.430621457583877491e+05;3.005585821513441715e+03;-3.159002187776058235e-01
5.214008287999684690e+05;2.998066047691564563e+03;-2.995794979519537660e-01
6.135907273413162911e+05;3.000168430986296244e+03;-3.118888562237313589e-01
7.220809018385456875e+05;3.008174385543527478e+03;-3.352879319457677809e-01
8.497534359086437616e+05;2.999858180776046993e+03;-2.323829485289906072e-01
1.000000000000000000e+06;3.011974684569631336e+03;-2.983987029284144166e-01
